repository,repo_url,file_path,line_number,code_snippet,explanation
statmlben/dnn-inference,https://github.com/statmlben/dnn-inference,code-in-paper/app1/TS_app.py,53,"    51: 	model.add(MaxPooling2D(pool_size=(2, 2)))
    52: 	model.add(Dropout(0.25))
>>> 53: 	model.add(Flatten())
    54: 	model.add(Dense(128, activation='relu'))
    55: 	model.add(Dropout(0.5))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
sdg002/MNISTpng,https://github.com/sdg002/MNISTpng,PythonTrainer/TrainMnistFromFolder.py,84,"    82:     strides = (2, 2)))
    83: # Flatten the network
>>> 84: model.add(Flatten())
    85: # Add a fully-connected hidden layer
    86: model.add(Dense(500))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
Denbergvanthijs/imbDRL,https://github.com/Denbergvanthijs/imbDRL,imbDRL/examples/ddqn/train_mnist.py,21,"    19:           Conv2D(32, (5, 5), padding=""Same"", activation=""relu""),
    20:           MaxPooling2D(pool_size=(2, 2)),
>>> 21:           Flatten(),
    22:           Dense(256, activation=""relu""),
    23:           Dense(2, activation=None)]","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
xAlpharax/NeuralODE-Notes-Projects,https://github.com/xAlpharax/NeuralODE-Notes-Projects,train-res/train-res-celeb.py,47,"    45:   y = Dropout(0.2)(y)
    46:   
>>> 47:   y = Flatten()(y)
    48:   y = Dense(512, activation='relu')(y)
    49:   y = Dense(256, activation='sigmoid')(y)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
hfawaz/ijcnn19attacks,https://github.com/hfawaz/ijcnn19attacks,src/cleverhans_tutorials/tutorial_models_tfe.py,47,"    45:                                              padding='valid',
    46:                                              activation=tf.nn.relu)
>>> 47:     self.layers['flatten'] = tf.layers.Flatten()
    48:     self.layers['logits'] = tf.layers.Dense(self.nb_classes,
    49:                                             activation=None)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
gudbrandtandberg/ChessVision,https://github.com/gudbrandtandberg/ChessVision,chessvision/model/u_net.py,204,"    202:     center = Activation('relu')(center)
    203: 
>>> 204:     classify = Flatten()(center)
    205:     #classify = Dense(32)(center)
    206:     classify = Dense(8, activation=""sigmoid"", use_bias=False)(classify)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
evandiewald/LongHive,https://github.com/evandiewald/LongHive,train_spectral_cnn.py,68,"    66: 
    67: 
>>> 68: model.add(layers.Flatten())
    69: # model.add(layers.Dense(128))
    70: # model.add(layers.LeakyReLU())","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
JdeRobot/DeepLearningStudio,https://github.com/JdeRobot/DeepLearningStudio,Formula1-FollowLine/tensorflow/PilotNet/utils/pilotnet.py,17,"    15:     model.add(Conv2D(64, (3, 3), strides=(1, 1), activation=""relu"",padding='same'))
    16:     model.add(Conv2D(64, (3, 3), strides=(1, 1), activation=""relu"",padding='same'))
>>> 17:     model.add(Flatten())
    18:     model.add(Dense(1164, activation=""relu""))
    19:     model.add(Dense(100, activation=""relu""))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
Flowingsun007/DeepLearningTutorial,https://github.com/Flowingsun007/DeepLearningTutorial,ImageClassification/network/VGG.py,17,"    15:     for (num_convs, num_channels) in conv_arch:
    16:         net.add(vgg_block(num_convs,num_channels))
>>> 17:     net.add(tf.keras.models.Sequential([tf.keras.layers.Flatten(),
    18:              tf.keras.layers.Dense(4096,activation='relu'),
    19:              tf.keras.layers.Dropout(0.5),","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
jlff/tf2_notes,https://github.com/jlff/tf2_notes,class4/MNIST_FC/p19_mnist_train_ex4.py,9,"    7: x_train, x_test = x_train / 255.0, x_test / 255.0
    8: model = tf.keras.models.Sequential([
>>> 9:     tf.keras.layers.Flatten(),
    10:     tf.keras.layers.Dense(128, activation='relu'),
    11:     tf.keras.layers.Dense(10, activation='softmax')","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
fenago/deep-learning-time-series-forecasting,https://github.com/fenago/deep-learning-time-series-forecasting,chapter_24/04_cnn_tune_filter_maps.py,75,"    73: 	model.add(Dropout(0.5))
    74: 	model.add(MaxPooling1D(pool_size=2))
>>> 75: 	model.add(Flatten())
    76: 	model.add(Dense(100, activation='relu'))
    77: 	model.add(Dense(n_outputs, activation='softmax'))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
Danil-Kutnyy/Neuroevolution,https://github.com/Danil-Kutnyy/Neuroevolution,model_examples/model_tmp_19py.py,10630,"    10628: 
    10629: 
>>> 10630: layer_0_out = tf.keras.layers.Flatten()(layer_0_out)
    10631: layer_0_out = tf.keras.layers.Dense(10, activation='sigmoid')(layer_0_out)
    10632: model = tf.keras.Model(","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
AaronJing/ApproxTrain,https://github.com/AaronJing/ApproxTrain,profile/resnet50_lut.py,420,"    418:     if include_top:
    419:         x = layers.AveragePooling2D((7, 7), name='avg_pool')(x)
>>> 420:         x = layers.Flatten()(x)
    421:         x = layers.Dense(classes, activation='softmax', name='fc1000')(x)
    422:     else:","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
AaronJing/ApproxTrain,https://github.com/AaronJing/ApproxTrain,profile/resnet50_lut.py,530,"    528:     if include_top:
    529:         x = layers.AveragePooling2D((7, 7), name='avg_pool')(x)
>>> 530:         x = layers.Flatten()(x)
    531:         x = layers.Dense(classes, activation='softmax', name='fc1000')(x)
    532:     else:","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
AaronJing/ApproxTrain,https://github.com/AaronJing/ApproxTrain,profile/resnet50_lut.py,681,"    679:     if include_top:
    680:         x = layers.AveragePooling2D((7, 7), name='avg_pool')(x)
>>> 681:         x = layers.Flatten()(x)
    682:         x = layers.Dense(classes, activation='softmax', name='fc1000')(x)
    683:     else:","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
shaohua0116/Multiview2Novelview,https://github.com/shaohua0116/Multiview2Novelview,ops.py,292,"    287:     wb = (x1-x) * (y-y0)
    288:     wc = (x-x0) * (y1-y)
    289:     wd = (x-x0) * (y-y0)
    290: 
    291:     # add dimension for addition
>>> 292:     wa = tf.expand_dims(wa, axis=3)
    293:     wb = tf.expand_dims(wb, axis=3)
    294:     wc = tf.expand_dims(wc, axis=3)
    295:     wd = tf.expand_dims(wd, axis=3)
    296: 
    297:     # compute output",4 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 4.
CompVis/unsupervised-disentangling,https://github.com/CompVis/unsupervised-disentangling,ops.py,169,"    165:     tf.summary.scalar(name=""L_0_0"", tensor=a[0, 0])
    166:     tf.summary.scalar(name=""L_1_0"", tensor=b[0, 0])
    167:     tf.summary.scalar(name=""L_1_1"", tensor=c[0, 0])
    168: 
>>> 169:     det = tf.expand_dims(tf.expand_dims(a * c, axis=-1), axis=-1)
    170:     row_1 = tf.expand_dims(tf.concat([tf.expand_dims(c, axis=-1), tf.expand_dims(z, axis=-1)], axis=-1), axis=-2)
    171:     row_2 = tf.expand_dims(tf.concat([tf.expand_dims(-b, axis=-1), tf.expand_dims(a, axis=-1)], axis=-1), axis=-2)
    172: 
    173:     L_inv = scal / (det + eps) * tf.concat([row_1, row_2], axis=-2)  # L^⁻1 = 1/(ac)* [[c, 0], [-b, a]",3 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 3.
CompVis/unsupervised-disentangling,https://github.com/CompVis/unsupervised-disentangling,ops.py,198,"    193:     return features
    194: 
    195: 
    196: @wrappy
    197: def augm_mu(image_in, image_rec, mu, features, batch_size, n_part, move_list):
>>> 198:     image_in = tf.tile(tf.expand_dims(image_in[0], axis=0),  [batch_size, 1, 1, 1])
    199:     image_rec = tf.tile(tf.expand_dims(image_rec[0], axis=0),  [batch_size, 1, 1, 1])
    200:     mu = tf.tile(tf.expand_dims(mu[0], axis=0), [batch_size, 1, 1])
    201:     features = tf.tile(tf.expand_dims(features[0], axis=0), [batch_size, 1, 1])
    202:     batch_size = batch_size // 2
    203:     ran = (tf.reshape(tf.range(batch_size), [batch_size, 1]))/batch_size - 0.5",4 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 4.
vanderschaarlab/mlforhealthlabpub,https://github.com/vanderschaarlab/mlforhealthlabpub,alg/deephit/utils_network.py,59,"    57:             rnn_state_out = tmp
    58:         else:
>>> 59:             rnn_state_out = tf.concat([rnn_state_out, tmp], axis = 1)
    60:     
    61:     return rnn_state_out",tf.concat() accumulates into 'rnn_state_out' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
chl8856/DeepHit,https://github.com/chl8856/DeepHit,utils_network.py,59,"    57:             rnn_state_out = tmp
    58:         else:
>>> 59:             rnn_state_out = tf.concat([rnn_state_out, tmp], axis = 1)
    60:     
    61:     return rnn_state_out",tf.concat() accumulates into 'rnn_state_out' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
firmai/tsgan,https://github.com/firmai/tsgan,alg/deephit/utils_network.py,59,"    57:             rnn_state_out = tmp
    58:         else:
>>> 59:             rnn_state_out = tf.concat([rnn_state_out, tmp], axis = 1)
    60:     
    61:     return rnn_state_out",tf.concat() accumulates into 'rnn_state_out' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
ago109/predictive-forward-forward,https://github.com/ago109/predictive-forward-forward,src/sim_train.py,159,"    157: 
    158:         if i > 0:
>>> 159:             Ey = tf.concat([Ey,gi],axis=1)
    160:         else:
    161:             Ey = gi",tf.concat() accumulates into 'Ey' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
flagos-ai/FlagPerf,https://github.com/flagos-ai/FlagPerf,training/benchmarks/resnet50/tensorflow2/resnet/imagenet_preprocessing.py,203,"    198: 
    199:     features = tf.io.parse_single_example(serialized=example_serialized,
    200:                                           features=feature_map)
    201:     label = tf.cast(features['image/class/label'], dtype=tf.int32)
    202: 
>>> 203:     xmin = tf.expand_dims(features['image/object/bbox/xmin'].values, 0)
    204:     ymin = tf.expand_dims(features['image/object/bbox/ymin'].values, 0)
    205:     xmax = tf.expand_dims(features['image/object/bbox/xmax'].values, 0)
    206:     ymax = tf.expand_dims(features['image/object/bbox/ymax'].values, 0)
    207: 
    208:     # Note that we impose an ordering of (y, x) just to make life difficult.",4 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 4.
balakg/posewarp-cvpr2018,https://github.com/balakg/posewarp-cvpr2018,code/networks.py,80,"    78:     x = my_conv(x, 256)  # 8
    79: 
>>> 80:     x = Flatten()(x)
    81: 
    82:     x = Dense(256, activation='relu')(x)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
balakg/posewarp-cvpr2018,https://github.com/balakg/posewarp-cvpr2018,code/networks.py,191,"    186:     y1_f = tf.cast(y1, 'float32')
    187:                 
    188:     dx = x1_f - x
    189:     dy = y1_f - y
    190:                 
>>> 191:     wa = tf.expand_dims((dx * dy), 1)
    192:     wb = tf.expand_dims((dx * (1-dy)), 1)
    193:     wc = tf.expand_dims(((1-dx) * dy), 1)
    194:     wd = tf.expand_dims(((1-dx) * (1-dy)), 1)
    195:                 
    196:     output = tf.add_n([wa*Ia, wb*Ib, wc*Ic, wd*Id])",4 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 4.
balakg/posewarp-cvpr2018,https://github.com/balakg/posewarp-cvpr2018,code/networks.py,239,"    237:         else:
    238:             warp_i = affine_warp(src_masked, trans_in[:, :, :, i])
>>> 239:             warps = tf.concat([warps, warp_i], 3)
    240: 
    241:     return warps",tf.concat() accumulates into 'warps' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
guillaumeboniface/super_resolution,https://github.com/guillaumeboniface/super_resolution,sr3/trainer/components.py,190,"    186:         feature_map_means = tf.math.reduce_mean(x, axis=(1, 2), keepdims=True)
    187:         feature_map_std_dev = tf.math.reduce_std(x, axis=(1, 2), keepdims=True) + 1e-5
    188:         m = tf.math.reduce_mean(feature_map_means, axis=-1, keepdims=True)
    189:         v = tf.math.reduce_std(feature_map_means, axis=-1, keepdims=True) + 1e-5
>>> 190:         gamma = tf.expand_dims(tf.expand_dims(tf.tensordot(noise_embedding, self.w1, 1), 1), 1)
    191:         beta = tf.expand_dims(tf.expand_dims(tf.tensordot(noise_embedding, self.b, 1), 1), 1)
    192:         alpha = tf.expand_dims(tf.expand_dims(tf.tensordot(noise_embedding, self.w2, 1), 1), 1)
    193:         instance_norm = (x - feature_map_means) / feature_map_std_dev
    194:         x = gamma * instance_norm + beta + alpha * (feature_map_means - m) / v",3 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 3.
WXinlong/ASIS,https://github.com/WXinlong/ASIS,utils/pointnet_util.py,249,"    247:                 grouped_points = group_point(points, idx)
    248:                 if use_xyz:
>>> 249:                     grouped_points = tf.concat([grouped_points, grouped_xyz], axis=-1)
    250:             else:
    251:                 grouped_points = grouped_xyz",tf.concat() accumulates into 'grouped_points' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
leizhengxin/SAR-NeRF-tensorflow,https://github.com/leizhengxin/SAR-NeRF-tensorflow,run_nerf_helper.py,108,"    106:         outputs = dense(W)(outputs)
    107:         if i in skips:
>>> 108:             outputs = tf.concat([inputs_pts, outputs], -1)
    109: 
    110:     if use_viewdirs:",tf.concat() accumulates into 'outputs' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
imjal/MetaPix,https://github.com/imjal/MetaPix,posewarp/code/networks.py,80,"    78:     x = my_conv(x, 256)  # 8
    79: 
>>> 80:     x = Flatten()(x)
    81: 
    82:     x = Dense(256, activation='relu')(x)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
imjal/MetaPix,https://github.com/imjal/MetaPix,posewarp/code/networks.py,191,"    186:     y1_f = tf.cast(y1, 'float32')
    187:                 
    188:     dx = x1_f - x
    189:     dy = y1_f - y
    190:                 
>>> 191:     wa = tf.expand_dims((dx * dy), 1)
    192:     wb = tf.expand_dims((dx * (1-dy)), 1)
    193:     wc = tf.expand_dims(((1-dx) * dy), 1)
    194:     wd = tf.expand_dims(((1-dx) * (1-dy)), 1)
    195:                 
    196:     output = tf.add_n([wa*Ia, wb*Ib, wc*Ic, wd*Id])",4 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 4.
imjal/MetaPix,https://github.com/imjal/MetaPix,posewarp/code/networks.py,239,"    237:         else:
    238:             warp_i = affine_warp(src_masked, trans_in[:, :, :, i])
>>> 239:             warps = tf.concat([warps, warp_i], 3)
    240: 
    241:     return warps",tf.concat() accumulates into 'warps' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
netpi/compound-word-transformer-tensorflow,https://github.com/netpi/compound-word-transformer-tensorflow,Model.py,461,"    459:                     y = tf.argmax(y[:, -1], -1)
    460:                     y = tf.cast(y, tf.int64)
>>> 461:                     gen = tf.concat([gen, tf.expand_dims(y, -1)], -1)
    462: 
    463:                 else:",tf.concat() accumulates into 'gen' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
netpi/compound-word-transformer-tensorflow,https://github.com/netpi/compound-word-transformer-tensorflow,Model.py,469,"    467:                     y = tf.transpose(y, (1, 0))
    468:                     y = tf.cast(y, tf.int64)
>>> 469:                     gen = tf.concat([gen, y], -1)
    470: 
    471:                 bar.update(1)",tf.concat() accumulates into 'gen' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
netpi/compound-word-transformer-tensorflow,https://github.com/netpi/compound-word-transformer-tensorflow,Model.py,576,"    574:                     y = tf.argmax(y[:, -1], -1)
    575:                     y = tf.cast(y, tf.int64)
>>> 576:                     gen = tf.concat([gen, tf.expand_dims(y, -1)], -1)
    577: 
    578:                 else:",tf.concat() accumulates into 'gen' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
netpi/compound-word-transformer-tensorflow,https://github.com/netpi/compound-word-transformer-tensorflow,Model.py,584,"    582:                     y = tf.transpose(y, (1, 0))
    583:                     y = tf.cast(y, tf.int64)
>>> 584:                     gen = tf.concat([gen, y], -1)
    585: 
    586:                 bar.update(1)",tf.concat() accumulates into 'gen' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
netpi/compound-word-transformer-tensorflow,https://github.com/netpi/compound-word-transformer-tensorflow,Model.py,784,"    782:                 gen_ft = gen_[...,0][:, 1:] #(batch_size, seq_len-1)
    783:                 
>>> 784:                 gen_ft = tf.concat([gen_ft, tf.expand_dims(sampling_ft, 1)],1) #(batch_size, seq_len)
    785:                 
    786:                 y,_ = self(gen_, False, family_type = gen_ft, h=h) # get [Bar/position Pitch Velocity Duration Tempo]",tf.concat() accumulates into 'gen_ft' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
ahnobari/LINKS,https://github.com/ahnobari/LINKS,sim.py,202,"    198:         b = tf.transpose(tf.concat([[tf.sin(phi)],[tf.cos(phi)]],0))
    199: 
    200:         R = tf.einsum(""ij...->ji..."", tf.concat([[a],[b]],0))
    201:         
>>> 202:         scaled_ij = (x[j]-x[i])/tf.expand_dims(l_ij,-1) * G[i,k]
    203:         x_k = tf.squeeze(tf.matmul(R, tf.expand_dims(scaled_ij,-1))) + x[i]
    204:         x_k = tf.expand_dims(x_k,0)
    205:         x_k = tf.pad(x_k,[[k,x0.shape[0]-k-1],[0,0],[0,0]])
    206:         x = x + x_k",3 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 3.
ahnobari/LINKS,https://github.com/ahnobari/LINKS,sim.py,217,"    213:     # Note All Mecanisms in the batch are assumed to be sorted in order of path this will fail if this condition is not met
    214:     
    215:     x = tf.zeros([tf.shape(x0s)[0],tf.shape(x0s)[1],thetas.shape[0],2])
    216:     
>>> 217:     x = x + tf.expand_dims(node_types * x0s,2)
    218:     
    219:     m = x[:,0] + tf.tile(tf.expand_dims(tf.transpose(tf.concat([[tf.cos(thetas)],[tf.sin(thetas)]],0)),0),[tf.shape(x0s)[0],1,1]) * tf.expand_dims(tf.expand_dims(Gs[:,0,1],-1),-1)
    220:     m = tf.expand_dims(m,1)
    221:     m = tf.pad(m,[[0,0],[1,tf.shape(x0s)[1]-2],[0,0],[0,0]])",3 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 3.
ahnobari/LINKS,https://github.com/ahnobari/LINKS,sim.py,269,"    264:         R = tf.einsum(""ijk...->jki..."", tf.concat([[a],[b]],0))
    265:         
    266:         xi = tf.gather_nd(x,tf.stack([tf.range(tf.shape(x0s)[0]),inds[:,0]],-1))
    267:         xj = tf.gather_nd(x,tf.stack([tf.range(tf.shape(x0s)[0]),inds[:,1]],-1))
    268:         
>>> 269:         scaled_ij = (xj-xi)/tf.expand_dims(l_ijs,-1) * tf.expand_dims(gik,-1)
    270:         
    271:         x_k = tf.squeeze(tf.matmul(R, tf.expand_dims(scaled_ij,-1))) + xi
    272:         x_k = tf.where(tf.tile(tf.expand_dims(node_types[:,k],-1),[1,thetas.shape[0],2])==0.0,x_k,tf.zeros_like(x_k))
    273:         x_k = tf.expand_dims(x_k,1)
    274:         x_k = tf.pad(x_k,[[0,0],[k,tf.shape(x0s)[1]-k-1],[0,0],[0,0]])",4 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 4.
ahnobari/LINKS,https://github.com/ahnobari/LINKS,sim.py,271,"    267:         xj = tf.gather_nd(x,tf.stack([tf.range(tf.shape(x0s)[0]),inds[:,1]],-1))
    268:         
    269:         scaled_ij = (xj-xi)/tf.expand_dims(l_ijs,-1) * tf.expand_dims(gik,-1)
    270:         
>>> 271:         x_k = tf.squeeze(tf.matmul(R, tf.expand_dims(scaled_ij,-1))) + xi
    272:         x_k = tf.where(tf.tile(tf.expand_dims(node_types[:,k],-1),[1,thetas.shape[0],2])==0.0,x_k,tf.zeros_like(x_k))
    273:         x_k = tf.expand_dims(x_k,1)
    274:         x_k = tf.pad(x_k,[[0,0],[k,tf.shape(x0s)[1]-k-1],[0,0],[0,0]])
    275:         x = x + x_k",3 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 3.
Mayzazhou/Cross-MPI,https://github.com/Mayzazhou/Cross-MPI,crossmpi/mpi.py,784,"    782:         rgba_layers = curr_rgba
    783:       else:
>>> 784:         rgba_layers = tf.concat([rgba_layers, curr_rgba], axis=3)
    785:     rgba_layers = tf.reshape(rgba_layers, [batch_size, image_height, image_width, planes_num, 4])
    786: ",tf.concat() accumulates into 'rgba_layers' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
PurdueDualityLab/TensorFlowModels,https://github.com/PurdueDualityLab/TensorFlowModels,official/vision/beta/projects/yolo/ops/loss_utils.py,183,"    179:       y = tf.range(0, lheight)
    180:       x = tf.range(0, lwidth)
    181:       num = tf.shape(anchors)[0]
    182:       x_left = tf.tile(
>>> 183:           tf.transpose(tf.expand_dims(y, axis=-1), perm=[1, 0]), [lwidth, 1])
    184:       y_left = tf.tile(tf.expand_dims(x, axis=-1), [1, lheight])
    185:       x_y = tf.stack([x_left, y_left], axis=-1)
    186:       x_y = tf.cast(x_y, dtype=dtype)
    187:       x_y = tf.expand_dims(",3 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 3.
PurdueDualityLab/TensorFlowModels,https://github.com/PurdueDualityLab/TensorFlowModels,official/vision/beta/projects/yolo/ops/loss_utils.py,269,"    264:     box_slice = tf.slice(boxes, [0, idx * TILE_SIZE, 0],
    265:                          [batch_size, TILE_SIZE, 4])
    266: 
    267:     # match the dimentions of the slice to the model predictions
    268:     # shape: [batch_size, 1, 1, num, TILE_SIZE, 4]
>>> 269:     box_slice = tf.expand_dims(box_slice, axis=1)
    270:     box_slice = tf.expand_dims(box_slice, axis=1)
    271:     box_slice = tf.expand_dims(box_slice, axis=1)
    272: 
    273:     box_grid = tf.expand_dims(pred_box, axis=-2)
    274: ",4 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 4.
PurdueDualityLab/TensorFlowModels,https://github.com/PurdueDualityLab/TensorFlowModels,official/vision/beta/projects/yolo/ops/loss_utils.py,278,"    274: 
    275:     # capture the classes
    276:     class_slice = tf.slice(classes, [0, idx * TILE_SIZE],
    277:                            [batch_size, TILE_SIZE])
>>> 278:     class_slice = tf.expand_dims(class_slice, axis=1)
    279:     class_slice = tf.expand_dims(class_slice, axis=1)
    280:     class_slice = tf.expand_dims(class_slice, axis=1)
    281: 
    282:     iou = self.box_iou(box_slice, box_grid)",3 consecutive tf.expand_dims() calls. Each allocates a new tensor copy. A single tf.reshape() to target shape would use 1 allocation instead of 3.
duncanwp/ESEm,https://github.com/duncanwp/ESEm,esem/abc_sampler.py,216,"    214: 
    215:         valid_samples = constrain(implausibility, tolerance, threshold)
>>> 216:         all_valid = tf.concat([all_valid, valid_samples], 0)
    217: 
    218:     return all_valid",tf.concat() accumulates into 'all_valid' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
duncanwp/ESEm,https://github.com/duncanwp/ESEm,esem/abc_sampler.py,246,"    244:         implausibility = _calc_implausibility(emulator_mean, obs, tot_sd)
    245: 
>>> 246:         all_implausibility = tf.concat([all_implausibility, implausibility], 0)
    247: 
    248:     return all_implausibility",tf.concat() accumulates into 'all_implausibility' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
